X,Y,Z,VX,VY,VZ,D,Masa,RHO
1.61919368238655969E-003,3.45647812765674891E-004,3.81108404623675559E-004,-526.14041338328877,1324.1495264924113,201.16171314241612,1.69897151465969124E-003,1.79978861410409112E-004,1.39288071334039101E-015
1.47046842782278442E-004,-1.71693506223587439E-003,1.24672597566626866E-004,825.82399895284777,-32.552726294805097,153.51253892765718,1.72772452621682482E-003,3.37173619441662263E-004,3.77240542166687969E-016
8.60048027758962747E-004,-1.81559937273564751E-004,3.03793854690779749E-004,941.71170166575951,573.11184974989703,-129.62225892735120,9.30020068075278097E-004,2.20616257628215592E-005,4.61867163241710495E-014
2.95672316654014937E-004,1.72599934883355707E-003,9.98896241120739842E-005,-851.18961606584401,-69.702330115444767,164.53066427320010,1.75398797259692361E-003,6.19124279056742453E-005,1.80469541763743057E-015
-5.44201796970963307E-004,-3.16852291162806124E-003,2.76868760807429852E-004,1224.1048677854708,-591.89310095882979,-555.57296322979278,3.22681721639906868E-003,1.24683526849294089E-004,1.39889863122160610E-015
-3.77586211372799919E-004,-8.26543495041712705E-004,3.24116827177959753E-004,484.15396898448034,-176.25558579317982,134.16253955276318,9.64778323696455068E-004,1.79811682672073510E-004,1.54094505096052338E-015
7.19146535439350453E-004,1.53466279143009377E-004,4.89142799157976733E-005,234.98478114083886,212.67742022159052,-567.18955607537441,7.36964208797212918E-004,1.55344591892283391E-004,9.23713403935858921E-014
5.21966850588372663E-003,-2.85693591663384056E-003,-2.29670802884401990E-004,489.07965418395850,1177.1446201899635,84.388548563796945,5.95481072921419299E-003,2.68303973363965989E-004,4.23537436661228155E-017
3.46666941339601395E-003,-1.01678789166756520E-003,-1.84864856795761534E-004,920.84888452817449,1262.1067189722464,753.03586738912998,3.61743409804454524E-003,3.52100087117921865E-004,1.69834051316481021E-014
-2.44935928437566442E-003,-9.27324370900895162E-004,3.02195519466062128E-004,375.22217442121774,-1011.5681669808350,-179.10897495762640,2.63640162433749275E-003,3.67455311412378778E-004,3.16523007458202081E-015
-1.42783910866492903E-003,-1.96659795693247732E-003,3.86911566733984160E-004,568.81579230961904,-773.11347747554908,155.48458163125571,2.46088045319487218E-003,2.35862002226979248E-004,9.34260635837278430E-016
-5.60173487108943532E-004,8.85369768599070239E-004,2.92128675059571345E-004,-162.64080228171096,-563.12406229323301,-552.09625830455263,1.08766406835981554E-003,1.22434952180690130E-004,1.63158804744559868E-015
-2.39861308136273986E-003,-1.40473298899017091E-003,-4.28695121450563569E-005,307.16364839562095,-1190.7936641291478,683.32157520691010,2.78001030205164397E-003,3.30668513046557440E-004,4.82307368349026284E-015
3.63617891956297123E-004,2.04195064838017231E-003,3.23577141885037921E-004,-1369.0332507957369,382.00540675775181,-252.71483560252730,2.09916235401682010E-003,8.50750265075438350E-005,3.03705244970053565E-015
-4.73174922419972166E-003,-6.58555377745970475E-004,1.15542355880785940E-004,366.41556607739250,-1564.3529178216943,102.95592354374770,4.77875464344794387E-003,3.16821880395220276E-004,2.38631851379960354E-016
8.39808184461269332E-004,1.78399894189458004E-004,1.63035998526854829E-004,-25.828506258117059,808.78103854363997,692.89242960371894,8.73890751610629959E-004,3.96652492721164375E-004,1.66465540916953379E-013
-2.10514441381860632E-003,-1.12954325871086566E-003,2.10381297190260591E-004,194.22228783864168,-524.48092952123113,-99.158271967254578,2.39828298299810767E-003,3.34058937422381723E-004,5.83288332824759009E-015
6.87910752880459167E-004,9.42289361664409918E-005,2.43908360608252714E-004,473.89440303652196,227.78403491643081,-297.48773449879104,7.35929062284011682E-004,8.93686500394186571E-005,6.01075922482582884E-014
-2.90845377489961808E-003,-3.82563158244179783E-003,-7.02551287130655802E-005,1379.9600654742912,-745.46869525481895,-82.615393521288965,4.80619351965923865E-003,1.67170827510327582E-004,1.51138150030508519E-016
6.11804198178255137E-004,2.89711697321425271E-004,3.45912123914898448E-004,-251.79947756772583,297.11359124216739,-103.44512634019537,7.60192371669641816E-004,2.24034707692759744E-004,1.12975662825658174E-013
-2.64119790140170119E-003,1.33000179834142241E-003,6.07727519711324504E-004,-1163.6588995028767,-856.11149781800395,-420.50444216819227,3.01896735261821718E-003,3.27167605315160416E-004,1.31630962806582464E-015
-6.90894760035605906E-004,-2.80947296993539451E-003,-1.71227910447237924E-004,884.02853606231383,-664.54763803551464,-57.997852141647428,2.89823962700781366E-003,3.25526724079810243E-004,6.27689876175400789E-015
5.63155213960531771E-004,-1.39368616286627208E-005,3.35378544285286763E-004,775.30023867667353,30.994720084292059,89.495129781716571,6.55604148164047932E-004,1.73576322194843958E-004,4.89625209228125614E-014
3.00435611249809820E-003,-1.81389587476389765E-003,-1.80056756310121869E-004,1416.5678718289057,819.71824656000695,-165.61195382137561,3.51408513423950679E-003,1.18386971049316844E-004,1.88109498006390903E-015
-4.16500840871216783E-003,-1.13348097704203134E-003,-8.83391002442194795E-006,522.94441166919319,-1553.9744065473215,173.58119420628168,4.31649767843393390E-003,8.63805795326229368E-005,4.11270596403379425E-016
8.08112762510585858E-004,-5.14520111288735036E-004,1.20943175326802282E-004,1607.2979073439637,766.27612154764017,-201.76292116000997,9.65610912071312782E-004,3.74247296447393458E-004,1.66025990084347743E-014
1.63541965279544112E-003,2.43245384123043709E-003,4.08555314856535545E-004,-1088.7630700089269,998.00013081373652,-634.19581966882765,2.95945038406860133E-003,8.82046386790491527E-005,1.28387878201091619E-015
3.12748818521799447E-003,-1.44361588303872621E-003,-1.84404324034212052E-004,1220.2568668526742,605.69421638971812,-42.479423376724988,3.44952375280448533E-003,1.60620147859020184E-004,1.57517153860797411E-014
3.39245850057254359E-003,-1.43539287843706892E-003,-2.58868265796291974E-004,727.50719861809978,1044.9191945319265,-58.903472983660158,3.69271447212090112E-003,2.94399471133232457E-006,9.01256460703681738E-015
-1.33506053812789023E-003,-2.51992632470654379E-003,8.55104911027520652E-005,997.56343623247278,-1077.6316612291364,558.69855088767918,2.85302074414189909E-003,3.61159103860017973E-004,4.23229516525712985E-015
2.46065515077323327E-003,3.12925378934063791E-004,2.49043094442831438E-004,-115.01554377776766,1169.6917020928747,241.35007582298218,2.49294374719878729E-003,3.08479353381159525E-004,2.07823782438183757E-015
-2.27613741428973069E-003,-2.39255326412019052E-003,5.69424597041363737E-004,1267.8656614261838,-1236.4951279542706,-222.62978520728959,3.35102327985011732E-003,1.46122661084020853E-004,9.16676480151753745E-016
1.05186383006051587E-003,-6.43910547295746191E-005,-3.33425207946085427E-005,1052.0624772817785,1008.9420538669764,-100.08749981135573,1.05436020818869291E-003,3.23005316807399340E-004,2.93015503189204129E-014
-2.70385577780591583E-003,1.74720390329058785E-003,5.94884333784746538E-004,-966.54776306250949,-349.65602612231049,-59.938668029326088,3.27375089422375296E-003,2.98606257055809507E-004,1.17150682380732707E-015
3.59087325013691591E-004,-1.10951488575272922E-003,8.22109368051597187E-005,1083.5302583577247,457.87422923891381,-349.60453890477379,1.16907041140504558E-003,2.44865591295576014E-004,1.35476457673096604E-015
-1.73082828932214676E-003,-1.96291768549497557E-004,3.35150605031557937E-004,-92.254076729138106,-206.37780478095982,40.083334567346206,1.77387230475339972E-003,2.08223931710166499E-005,1.14783489131935861E-014
-2.21507675288817353E-003,1.90307607165961473E-003,2.35959521093904268E-005,-1068.6139202413788,-141.44770973049773,217.10713784633276,2.92041440974820463E-003,2.52791423438353756E-004,6.87273991671371487E-015
6.90246489073965182E-004,1.70995320569617955E-004,2.59579950434657045E-004,213.28867930912884,459.61270903945461,-287.08574901999953,7.57008167725620380E-004,1.59071344407911365E-005,7.09332570165101971E-014
2.34690566599731355E-003,9.64052984634513970E-004,1.55182059635684675E-004,-571.45057019111027,1279.1794573439506,-485.94080561443866,2.54193741738575896E-003,2.62307784288323665E-004,1.02971917754502882E-015
2.93488055938629288E-003,1.51197510545228377E-004,1.26183175858949969E-004,-318.15944244582892,1599.9514891105175,-316.80612802482375,2.94148037201143403E-003,2.77753362778339265E-004,5.34013533018224904E-015
4.74302227889666949E-004,3.04619048234615580E-004,2.20065836613594727E-004,-253.12857254779004,-40.028298376852774,649.98288357873344,6.05131671930089873E-004,2.46085535330173473E-004,7.61386570698616858E-014
-2.81414804302149895E-003,1.85670908524431097E-003,-1.85344496138849045E-004,-908.66194739131981,-1151.8519050455961,122.92359426474299,3.37655896106072188E-003,9.14789513689138724E-005,6.75254915144299600E-016
8.99542559247815728E-004,3.80626809677223445E-004,1.72755171019486599E-004,-471.96696588373027,883.12064771555629,-868.17399267573830,9.91916293472964051E-004,6.70307310470419262E-005,9.98688379633040610E-014
7.88688094335045480E-004,2.92239112813423986E-004,2.39613252601971496E-004,-327.66685387014252,546.20029423303617,-299.28190041578887,8.74555384196060441E-004,1.88876382050522389E-004,2.55263473781939189E-013
-4.04406206682598589E-003,-2.26076500761790509E-004,2.58839716510451793E-004,199.94401123449643,-1620.7756023132317,61.500994643904775,4.05863851351420234E-003,2.76080541431542720E-004,2.21177104066267457E-016
-4.14114652733722603E-003,-2.86736256983538291E-003,-6.05374232982814229E-005,998.19924018998790,-1040.4465001581952,-90.417053977738902,5.03731351489955775E-003,3.02102086664962210E-004,6.20471777158931553E-017
-2.55189039854277150E-003,-3.87954064504046560E-004,1.72653245873142635E-004,192.34454617371495,-1007.8426160385885,463.04489785024862,2.58697934001231008E-003,2.70473071635892934E-004,2.34451515710352775E-015
3.76338784316200331E-003,-1.23161898188219694E-003,-1.93958825125806021E-004,1152.1854826291569,1195.0154073881415,-807.81245594158565,3.96454201648012254E-003,1.09256009142301593E-004,7.79655908995087131E-015
-6.81260995655953347E-004,1.10657248353409439E-003,3.44558772218484487E-004,-254.98844268186514,-504.18899029704397,-475.76192789960800,1.34437344254848467E-003,2.14966195545711461E-004,2.98074775187235049E-015
-1.96485196104500496E-003,-5.30901076363144830E-004,3.79416714134267333E-004,210.80285025422253,-800.36141787022348,36.094669322631425,2.07037586555446291E-003,4.01459090847252199E-004,7.90086324386939170E-015
-5.80306959421839227E-004,-5.75502492828705451E-004,4.76418941745072595E-004,158.66672847175982,-595.43556079201596,-102.69881356253258,9.46009669326360113E-004,1.29725368146604072E-004,1.41072142135352687E-015
7.74338810640356882E-004,2.21389275075832667E-004,1.77513947937035256E-004,-187.23253356047482,717.18333372939583,-106.22708159976202,8.24696917961209304E-004,1.47344309727339551E-004,2.30134813492158768E-013
-2.93460337200756672E-003,2.72453613020941492E-003,-5.75212048811217513E-004,-969.85288693724021,-1193.4133367481843,19.248316272624830,4.04547438218464967E-003,2.36986200378083250E-004,1.86251103226798327E-016
2.38195874209575159E-003,-2.77177300250558466E-003,-2.01535944681355332E-004,1225.6682156692623,-94.822842833992539,-70.280655865745231,3.66020078185115474E-003,2.44431751013692944E-004,3.07636968294954145E-015
-1.47782711621085227E-003,-5.49709884243181936E-005,9.36169109426209021E-005,-383.62554095628650,-533.60787229501875,397.14937531027743,1.48180934029681064E-003,6.77225036124412186E-005,4.09039167941204253E-015
-6.18939151871974189E-004,1.37953777588076579E-003,2.35471633503547020E-004,-616.52255019907125,-273.01364953243143,121.43592077392795,1.53024737836301408E-003,3.71469397443887565E-004,2.19314888168685081E-015
2.00707181901248720E-003,1.46594260301749968E-003,4.96040113213935447E-005,-565.83372127710891,1318.6961006017393,-335.25553655335597,2.48591744833873965E-003,8.83368209316085491E-006,1.14062536144296958E-015
3.40539079339503099E-003,-1.43372291599337025E-003,-3.38443599805104901E-004,845.55325453037756,1035.2284958624111,-297.69543921837430,3.71036277550231041E-003,3.17996380665517197E-004,9.74915729717877281E-015
-2.09643937824120427E-003,-1.12711629464380854E-003,2.07747428704510573E-004,195.55663115903829,-503.46036719323752,-92.485440960663809,2.38926938674258573E-003,8.54253797711275936E-005,5.83288332824759009E-015
-3.08066487422539378E-003,-4.58650145036874554E-003,-1.01270465674039204E-004,1402.2437676854081,-682.37028354865834,-261.74957734595563,5.52600645391756670E-003,1.58728677797945579E-004,2.39397507162460086E-016
1.85875771427028479E-003,2.19809638454220241E-003,3.98860125235257399E-004,-1125.0235437929762,1265.8721909585547,-352.40476301466464,2.90614819918039993E-003,2.46233225362726743E-004,9.49365142564955171E-016
9.26342111641224289E-004,3.22562478922203727E-005,1.41913007494141695E-004,251.59006406881625,1277.5614548409810,-652.51571222767041,9.37704364404922178E-004,3.08907613206971558E-005,8.70375096631325960E-014
-2.03035423824302020E-003,-1.00054582035555783E-003,2.30535310806449101E-004,100.50221122913169,-311.44519801934132,-254.74325910451350,2.27520917739688217E-003,3.38961604361799886E-005,5.69263668313765081E-015
-2.03850612542416437E-003,2.06632634213511218E-003,1.33369874663943260E-004,-1374.5410127832283,-665.30600928742240,6.6004610576271885,2.90568396407131458E-003,3.62458289014852488E-004,8.89742059868243428E-015
2.85477587679134476E-003,-2.24619241125981336E-004,1.04033209157186577E-004,403.40717889734384,1027.9946217580600,-114.53084666400355,2.86548809433948741E-003,1.91287534255948671E-004,9.61510323853831864E-015
-2.30419263327289077E-003,-2.54437328755684233E-004,2.62547401423576907E-004,-4.8296800257839800,-1209.8018587486363,39.792914621587968,2.33301804182643648E-003,3.16464924041967100E-004,7.55409212780127748E-015
-4.22004658992695438E-003,8.75572870003815435E-004,4.99678304327751946E-004,-278.34855831412671,-1752.3452691560369,168.15962185650352,4.33879009398434583E-003,2.77920170318541465E-004,2.26345459546879971E-016
9.98956492882569456E-004,1.84795950334516940E-004,2.87607931131226809E-004,198.79253510777266,1308.0181433049893,-159.96483615192011,1.05583234463709472E-003,3.79271559916839328E-004,8.97090053806382984E-014
1.02119548948186576E-003,4.40006285269198781E-004,3.49823734929585262E-004,-540.79712958867344,1198.6144996225071,-536.19432607539261,1.16568537965207049E-003,6.24743337888889968E-005,2.18880252996963210E-014
-2.03106088589828735E-003,4.63480393894031339E-005,2.91925082046607634E-004,-435.52257310292811,-906.97399975854285,-2.8878087848251832,2.05245626421346559E-003,1.17150359779609521E-004,6.88276656499946461E-015
2.37549699197639116E-004,2.10881505621281825E-003,2.51787948407768939E-004,-1425.9227682074932,174.60436509333596,-249.58354074553702,2.13703719477742211E-003,4.78812042938789306E-006,2.89340695248324023E-015
5.40698525634777474E-006,1.93507979458827119E-003,-3.35224865050321591E-004,-838.72874954070323,25.330063077095353,-403.73915241802001,1.96390905009915205E-003,3.01847770101960641E-005,8.65644675972071235E-016
1.52623045914105883E-004,1.92880836673285151E-003,1.41421385141232573E-004,-1189.2781315275511,163.50092871790957,-411.54768835824848,1.93999884481873197E-003,2.33701960688577047E-005,1.66543425923741541E-015
6.54384631559955850E-004,1.88964175068467226E-004,3.91126654608357370E-004,37.768011502282526,153.01097293617693,82.312688219328123,7.85434125453109383E-004,2.70745903178754303E-004,9.95571991878248155E-014
-4.27970596653755330E-004,-2.41165995698462655E-003,2.23953295090145667E-004,647.93912517018862,-596.16851336887737,-41.733879494080242,2.45955639457707837E-003,3.64418241850591183E-004,1.52783361940877001E-015
3.09681631136967490E-003,-1.38071725772088527E-003,6.18498378339943995E-005,1352.8033867366341,703.40248116125622,-56.726917987976485,3.39123529330738905E-003,1.36922257883991320E-005,7.09700049224058493E-015
6.18145660896786929E-003,1.92395009273421864E-004,1.56606707685882332E-004,-117.38907069482283,1222.1502492246200,-133.67200551338598,6.18643251874924100E-003,2.67504402189923840E-004,1.94110743059444120E-017
-2.76343754052561438E-003,1.33402208240940030E-003,2.33948079721986896E-004,-1078.3311183535436,-396.51686594858438,582.79887449289583,3.07748820643520505E-003,2.19049416457712875E-004,2.80469997591122112E-015
-4.07996028379346322E-003,7.53474645163708552E-004,4.30919345338870224E-004,-248.16725187089327,-1759.5171840768153,243.34406154741643,4.17126976356407483E-003,3.41843600036390624E-004,1.15828639968190721E-015
-2.56351100188860134E-003,-1.34433907560673263E-003,-1.60655955966910964E-004,296.27878380267407,-1390.3444755849673,570.50784447276783,2.89907684327178660E-003,1.30659573624570082E-004,2.69993658196653446E-015
2.09986270259383389E-003,-3.23872499912190468E-003,-3.67040696268154090E-004,1394.9298658861794,50.132935047517961,-436.22141714498019,3.87730342666122449E-003,9.31661810953659256E-005,6.36535740779862944E-015
-1.53984453716761796E-003,-6.68817551567490835E-004,2.27226821385590372E-004,-17.579886534693447,133.95775497463427,-405.54096978428811,1.69412813691488160E-003,3.48607868610646102E-004,4.63013933692284457E-015
2.64933441346437964E-003,-2.75888594457782826E-003,-6.66773724410853258E-006,1453.7295119834332,368.16499549722494,111.70178750702783,3.82497960102739631E-003,1.11022504617215399E-004,1.67583988396410755E-015
2.90899473117054493E-003,-5.03640624276067224E-004,3.51655816032819964E-004,438.75928913352368,972.52081637576646,2.0517026356182604,2.97314076985077946E-003,2.23541560074812327E-004,1.98875334923060859E-015
2.45635034235399622E-003,2.76269396802709662E-004,2.34375162478250030E-004,-73.812940514421854,1154.2562156265960,163.41175957571497,2.48292438482911396E-003,3.98040937251181888E-004,1.82666194762330609E-015
-1.17527616912902963E-003,-2.40449979837304090E-003,7.70294689095030340E-005,792.14430495361148,-1023.7718410497461,123.23711901847869,2.67746650645327069E-003,3.65391249334740990E-005,7.70708886437158293E-015
2.92996915555787749E-003,9.04063610278444622E-005,-3.81326287505049622E-005,-333.09753863669306,1623.4739323072781,-32.780939406145343,2.93161161479658884E-003,1.40328118102454142E-004,8.60000789212105871E-015
4.43313487353107769E-004,3.52919821604124077E-004,1.57509010538978340E-004,-259.41066399509299,-1044.2544803169990,322.71144037184899,5.88122722695891796E-004,9.04826111843340240E-005,4.11052999316359271E-014
4.69838696677359828E-004,1.81615926490614685E-003,4.30477043597483986E-004,-883.52553973599242,204.25578551566292,-516.60124981664956,1.92470604546885176E-003,1.39321457472060484E-005,2.61751762442122894E-015
-1.95162998146209874E-003,-5.42202771224123650E-005,2.71997518972925782E-004,-220.76969969053388,-838.47287616939718,477.12465538013697,1.97123871545797557E-003,2.67911206607833235E-004,8.20998530313266129E-015
4.98956771891232733E-004,-2.13634852897665696E-004,3.05651201805198411E-004,906.05062777474961,-324.27225647709457,95.998532229256156,6.22912809110303159E-004,3.86272709733038349E-004,3.14047576227219574E-014
-1.01412409232712547E-003,4.38247899936633129E-005,3.22485624639196880E-004,-295.07472541946777,-744.43319581244373,-31.403957776368266,1.06506585005587229E-003,6.84582094469265458E-005,1.47971241731860587E-015
-1.75423800434220648E-003,-6.27664210960884341E-005,1.41547150331004079E-004,-543.54424601244682,-604.43053395642687,444.89982640514523,1.76105826004211634E-003,1.63149264449263661E-005,1.35647394604530788E-014
5.70918096444969210E-004,-3.00474445559639731E-005,1.87713077582582418E-004,711.53620344201170,-237.19453806992436,-579.76839909194075,6.01736255570673958E-004,1.68653889756863130E-004,5.19683220185706100E-014
-2.69170125986342495E-003,-1.18288495042321012E-003,2.06055041091003638E-004,115.19461843463225,-1176.9819529499350,-494.07062043953277,2.94736003200272165E-003,3.96753363363297798E-004,3.18420725047941545E-015
6.43765466517828491E-005,-2.84517112838653888E-003,1.50210270656564503E-004,1194.2273467788768,-407.93668193388856,-38.683222293654183,2.84986073606656410E-003,3.72719391983038402E-004,2.44437622309328176E-015
3.39532708584208698E-003,-1.18683690815486308E-003,-2.03405875701750244E-004,731.32373926058460,1005.5066939120708,313.19923051252346,3.60252714308740641E-003,1.92751687541937078E-004,8.24333947966963733E-015
-4.43824292123402332E-003,9.54745851298531947E-005,-4.36010456949278608E-005,65.671123026804139,-1792.3082493140259,37.383437592774023,4.43948382984726310E-003,1.95758936518783047E-004,3.35654859660603101E-016
8.50197521006508571E-004,3.36290834644164765E-006,2.22514782110765845E-004,626.43604761521578,487.62755096388992,-182.76817036094135,8.78840123194179557E-004,3.28545117523016295E-004,7.16461294857147346E-014
-1.69518647123907944E-003,3.18597499261891095E-003,1.77430081115519155E-004,-2077.9119857979117,-253.23017643416441,-125.32598784801580,3.61324995807787031E-003,1.98446900752926095E-004,1.91168757830866422E-015
-2.12339507364745026E-003,-2.44935087228970953E-004,2.44459121302234410E-004,-107.32745334344398,-1035.2203720825378,-127.99086220221731,2.15140886345064220E-003,4.02786941151666938E-004,1.02860373451899820E-014
-1.99555216164566847E-003,2.55414850374965658E-003,2.72510729099348988E-004,-1756.3740609209165,-58.271409347826484,398.52974919072233,3.25271657334751021E-003,9.42823230116731980E-005,1.41429246087226613E-014
1.87145387457895171E-003,-3.52478730965094566E-003,-1.95514243682915194E-004,1516.7874737220218,-72.351971680350800,-469.19659561519279,3.99558393760359159E-003,2.43385068606212740E-004,1.97650984052335978E-015
2.51511189508059297E-003,-2.84479229829786391E-003,2.49159644059129153E-004,1457.0022714591216,-11.268883271906212,156.45199438743850,3.80535301824395890E-003,2.66790776827908896E-004,1.37666647761668731E-015
1.89520493535978620E-004,-2.94418561123824338E-003,-3.86471808622741906E-005,959.51438493722446,-216.66862690868703,-195.75087038522318,2.95053224613475978E-003,1.90661132590960654E-004,5.01737980368145876E-015
6.05552688730122282E-004,4.27044134103149496E-004,1.51460127261441419E-004,-1007.5607424564188,302.04280117640116,-129.03944345090582,7.56307425224849372E-004,4.02566925582807157E-004,3.72008798654175539E-014
8.34500874570895911E-004,-1.16105604219581372E-005,3.44726534760019909E-004,798.23753949605862,486.29615279507408,245.43263089287314,9.02974472806708571E-004,2.20062349652510946E-004,3.71334202347692256E-014
-3.16714693218079048E-003,-1.87061640886069624E-003,-3.08993944576931186E-004,843.96114570144414,-1409.7579383992629,324.36694894484481,3.69127385829151004E-003,1.56352060042125240E-005,9.37651557901620207E-016
-2.38199979207357219E-003,-1.89711860189506628E-003,-1.25032225935997848E-004,753.58339463968377,-1199.6044380474384,631.72447388211037,3.04772292976532603E-003,2.95884909785883404E-005,1.45593426318013102E-015
1.90844096519767565E-003,-3.61254175117751465E-003,-2.48520246347659515E-004,1498.5109330878622,-16.764314661322796,-414.30039488820182,4.09320988155873096E-003,1.27924341896833480E-004,1.92754488242110924E-015
-5.28189697436280800E-004,-4.57971745421350181E-006,3.14351486859033218E-004,133.32448511848671,-534.74509602732030,-335.18208895528147,6.14672422986646820E-004,4.90165076214974687E-005,7.68068564109860336E-016
-2.02833148720127062E-003,-5.58858362318794943E-004,-6.02853623756752937E-005,302.49192910178209,-758.50314193767008,-105.08882200700683,2.10477685658659076E-003,2.85786804582778146E-005,8.91511995299506939E-015
-5.11994394871892662E-004,1.08326638063043520E-003,-3.74868646591332942E-005,-679.81737790428588,-304.25904450529299,309.36685421704664,1.19875334277171910E-003,1.42143555061287796E-004,6.90263186627959192E-015
2.74761481704965862E-003,5.25901524110401080E-004,1.81177606099911393E-004,-188.20938692024194,987.77101074330540,-112.00603772268103,2.80335244321590175E-003,5.71134323634084359E-005,2.26308444577941476E-015
2.23259218689936690E-003,1.26109825219607391E-003,4.74282896278019938E-005,-561.00668208750517,1260.2729687362571,337.67004876062828,2.56458302991989474E-003,3.41043980053551898E-004,1.14317489354911095E-015
7.65938221290987133E-004,1.53038788554858327E-004,-1.43369846939966820E-005,47.993731352880879,586.32520838016285,29.158186785765110,7.81209177344234507E-004,3.89328709122201616E-005,1.46039564761570639E-013
-2.44289691963047242E-003,-3.57077820250123828E-005,3.50606961591782543E-004,-156.04204865809697,-1199.6762084024049,209.58317512714746,2.46818671237688560E-003,2.64036862481532473E-004,5.06881394286810153E-015
-2.27312289321372893E-003,2.60813904460783217E-004,-4.03802020812543184E-004,-769.67395085171211,-954.46211057087260,332.86098381208870,2.32339571584883617E-003,3.10908378892063326E-004,2.19700379695998498E-015
8.02043891148137059E-004,-1.50314471749487345E-004,3.50705300316497782E-004,664.64766118480031,1070.9885151728736,169.88401692683291,8.88179627899366407E-004,5.79969384952990779E-005,4.30315447870470241E-014
3.94875316992829653E-004,5.14058769684502294E-004,2.39591107100004501E-004,-267.83622710880076,-875.21733022009153,505.58331563455010,6.91076575540755566E-004,1.65828942843937227E-004,1.67582389822685913E-014
3.33705413698004894E-004,-2.80621759764472165E-003,-5.19357134929969604E-005,1261.6636321563476,-321.33025706563154,328.92897878496200,2.82646666826239000E-003,1.68917306933767555E-004,2.77360369194629268E-015
-1.67203343893083120E-003,-5.61804729917053533E-005,4.41850689607535280E-004,-145.32528017750280,-603.82543847298302,92.606382424584396,1.73034219111570177E-003,2.97349564477430376E-005,1.02905647322436423E-014
1.12715259901254722E-003,5.68856229302949637E-004,1.10180023198683120E-004,-673.21238454078264,1519.0893937319699,508.45224617342166,1.26736341614770167E-003,7.28047368147801175E-005,1.13310308218262711E-014
9.16143012336212577E-004,2.90331728441175553E-004,2.21061710932236979E-004,-314.38123065356154,945.86348045418708,-242.49037989346954,9.86143403178461843E-004,2.12558766625900274E-004,1.96686424264318972E-013
-4.38446622720110513E-005,4.84195968739214999E-003,-5.00388900205266714E-004,-1517.9449322341995,-317.11660366950076,-244.28905825018217,4.86794464021408826E-003,2.84822235333595464E-005,8.57206664576350498E-017
1.03683946625838120E-003,2.07753905314624890E-004,2.76682249513962597E-004,-102.10580469159174,1272.3050176131737,597.03047051941758,1.09304658233789348E-003,3.12174126802349839E-004,7.35996356024776032E-014
-1.32263968575330269E-003,-1.66853415271903853E-003,-2.61226716207968077E-004,249.38427305136099,-447.42547617756242,-109.59811433698674,2.14513900584093484E-003,2.38178781450657895E-004,5.45983691382182889E-016
3.17217527407438358E-003,-1.39285113269772788E-003,-7.82863301557773533E-005,839.18726889985737,820.26452406961130,46.611189861490317,3.46538006527357615E-003,2.26229794712940521E-004,2.10647296877587384E-014
2.29930041441594692E-004,-2.01854799897785864E-003,2.22212538219378875E-004,808.82048195194432,-155.42362666662007,460.48917814582092,2.04371775455338984E-003,3.75064849368576976E-004,3.08843419086568719E-016
5.31340873769857404E-004,8.68879654431975327E-004,1.59462767907585744E-004,-1236.0922892275303,49.221771961526770,518.59297519317442,1.03087504207498054E-003,3.18992041993953600E-004,6.11033155848806657E-015
-2.13198140821714436E-003,-1.33430176671022756E-004,8.20444542787484508E-005,-501.44807746412641,-928.86430865310331,653.76420582372975,2.13772767898718014E-003,1.30965174118852722E-004,9.57099031539583589E-015
-1.06931727091187949E-003,-2.44726218991546656E-003,2.76796720993112378E-004,885.10795424195885,-856.12906343639600,199.19921411191129,2.68498567534592499E-003,4.33893188912759691E-005,4.70200863418936684E-015
1.24994404318649562E-003,-3.76312802371437868E-003,-3.59488227823155833E-004,1672.4219665085157,120.55789406527204,-39.837563079507056,3.98154799291749410E-003,1.72067768592636290E-004,5.23882558723355018E-016
1.44097840643548172E-003,-3.66311174201692982E-003,-4.01516587556045032E-004,1575.5002365802793,-222.43929473676127,-250.71022388103412,3.95676913306782386E-003,2.00407543847343808E-004,8.15172721475577038E-016
-8.25627074918253135E-004,-2.63274885511102829E-003,-4.77525216210970371E-005,952.43611115716692,-599.62230663337414,374.31841853152628,2.75958455283538536E-003,1.33950693361364962E-004,7.13569456359466299E-015
2.29744280276018972E-003,-3.09567354491490070E-003,-4.71038072553690715E-004,1635.4230869866017,406.26321855838989,197.32673860565905,3.88372437158401862E-003,5.15369817330721039E-005,2.78023156233475053E-015
3.06915215993820050E-004,2.43886079589145511E-004,1.92333807883639208E-004,472.83365729431142,-1026.7424422742372,-606.22953491280930,4.36657375159193767E-004,2.87798272545505436E-005,3.99591600917347925E-014
-1.27703878827173769E-003,-2.19906392799396402E-003,1.64553929657172406E-004,747.28925634473069,-998.82019969552948,83.893964437802353,2.54829123569509002E-003,1.33810444401270877E-004,2.51320216673976400E-015
9.72103041491288039E-004,-7.51969464058083122E-005,1.27565871673883657E-004,751.14832768279541,1218.6398570868007,59.457978602722619,9.83316813464149260E-004,3.52627286207614924E-005,4.84120603560530137E-014
3.27501982287579669E-003,-1.93437306726783570E-003,-2.77386680957990533E-004,1287.2344218048322,946.32681147768255,151.96936888290048,3.81372486873050127E-003,1.67321817902464729E-004,1.04504628678202177E-015
